$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,003b0020484e501420353131
$VAR,SESSION_ID,4aa2bdd82d4dd5cd962317fe
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s,
$DATA
$GNSS,2024-11-23T09:44:47.400Z,50.8489863,3.1462900,15.436,0.72,0.05,0.80,94.762,115.545,2.76,4
$GNSS,2024-11-23T09:44:47.600Z,50.8489005,3.1462725,23.060,0.89,0.13,0.97,45.300,49.512,1.50,5
$GNSS,2024-11-23T09:44:47.800Z,50.8488940,3.1462618,24.605,0.66,0.14,0.69,41.018,46.532,1.13,5
$GNSS,2024-11-23T09:44:48.000Z,50.8489027,3.1462559,24.971,0.49,0.18,0.67,32.383,37.043,0.95,5
$GNSS,2024-11-23T09:44:48.200Z,50.8489151,3.1462671,23.074,0.36,0.20,0.62,26.244,30.099,0.85,5
$GNSS,2024-11-23T09:44:48.400Z,50.8489218,3.1462784,21.285,0.21,0.33,0.57,21.630,24.746,0.75,12
$GNSS,2024-11-23T09:44:48.600Z,50.8489288,3.1462875,19.769,0.23,0.26,0.38,18.246,20.753,0.62,14
$GNSS,2024-11-23T09:44:48.800Z,50.8489339,3.1462917,19.107,0.28,0.46,0.46,15.758,17.725,0.55,15
$GNSS,2024-11-23T09:44:49.000Z,50.8489383,3.1462982,19.055,0.23,0.30,0.46,13.920,15.482,0.52,16
$GNSS,2024-11-23T09:44:49.200Z,50.8489431,3.1463027,19.061,0.13,0.26,0.45,12.497,13.741,0.49,16
$GNSS,2024-11-23T09:44:49.400Z,50.8489471,3.1463058,19.243,0.14,0.30,0.46,11.360,12.383,0.47,16
$GNSS,2024-11-23T09:44:49.600Z,50.8489501,3.1463078,19.362,0.18,0.32,0.42,10.415,11.235,0.45,18
$GNSS,2024-11-23T09:44:49.800Z,50.8489534,3.1463097,19.403,0.18,0.27,0.41,9.595,10.254,0.45,18
$GNSS,2024-11-23T09:44:50.000Z,50.8489552,3.1463099,19.701,0.18,0.23,0.36,8.760,9.357,0.43,19
$GNSS,2024-11-23T09:44:50.200Z,50.8489568,3.1463154,19.742,0.10,0.20,0.31,8.096,8.638,0.43,19
$GNSS,2024-11-23T09:44:50.400Z,50.8489568,3.1463179,20.042,0.11,0.16,0.24,7.509,7.977,0.46,19
$GNSS,2024-11-23T09:44:50.600Z,50.8489555,3.1463197,20.317,0.11,0.09,0.20,7.017,7.440,0.48,19
$GNSS,2024-11-23T09:44:50.800Z,50.8489541,3.1463201,20.546,0.10,0.11,0.16,6.597,6.995,0.48,19
$GNSS,2024-11-23T09:44:51.000Z,50.8489532,3.1463202,20.629,0.07,0.10,0.10,6.241,6.622,0.48,19
$GNSS,2024-11-23T09:44:51.200Z,50.8489524,3.1463202,20.752,0.08,0.09,0.08,5.934,6.303,0.47,19
$GNSS,2024-11-23T09:44:51.400Z,50.8489519,3.1463189,20.796,0.08,0.13,0.12,5.644,6.020,0.47,22
$GNSS,2024-11-23T09:44:51.600Z,50.8489520,3.1463177,20.930,0.05,0.02,0.05,5.385,5.765,0.43,22
$GNSS,2024-11-23T09:44:51.800Z,50.8489525,3.1463171,21.005,0.07,0.04,0.08,5.159,5.539,0.44,22
$GNSS,2024-11-23T09:44:52.000Z,50.8489528,3.1463163,21.126,-0.03,0.06,0.12,4.950,5.325,0.44,23
$GNSS,2024-11-23T09:44:52.200Z,50.8489522,3.1463143,21.353,0.03,0.04,0.07,4.751,5.129,0.44,24
$GNSS,2024-11-23T09:44:52.400Z,50.8489521,3.1463125,21.498,0.00,0.14,0.03,4.575,4.958,0.37,24
$GNSS,2024-11-23T09:44:52.600Z,50.8489520,3.1463105,21.621,0.00,-0.01,0.12,4.414,4.800,0.41,24
