$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,003b0020484e501420353131
$VAR,SESSION_ID,b30c2d894fd4a19136135a55
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s,
$DATA
$GNSS,2025-04-26T11:32:49.700Z,50.8463838,3.1443066,-378.707,-0.30,0.25,0.72,354.826,566.568,10.25,6
$GNSS,2025-04-26T11:32:49.817Z,50.8465306,3.1443602,-359.690,-0.15,0.19,0.86,248.006,337.151,5.26,6
$GNSS,2025-04-26T11:32:50.038Z,50.8469385,3.1446171,-316.792,-0.45,-0.20,-0.01,207.850,313.621,1.80,7
$GNSS,2025-04-26T11:32:50.026Z,50.8464493,3.1445885,-420.927,-0.45,-0.18,0.49,176.762,276.932,3.28,5
$GNSS,2025-04-26T11:32:50.223Z,50.8460920,3.1445823,-497.914,-0.40,-0.08,0.73,155.785,250.228,3.23,5
$GNSS,2025-04-26T11:32:50.466Z,50.8459188,3.1445975,-537.443,-0.44,-0.52,1.12,136.651,219.327,2.45,7
$GNSS,2025-04-26T11:32:50.679Z,50.8457948,3.1445506,-558.660,-0.18,-0.55,1.39,118.790,191.081,2.07,8
$GNSS,2025-04-26T11:32:50.932Z,50.8459468,3.1445991,-532.786,-0.93,0.22,1.40,96.059,157.830,1.90,11
$GNSS,2025-04-26T11:32:51.298Z,50.8465468,3.1446829,-418.813,-1.02,-0.07,1.66,74.274,124.851,1.77,12
$GNSS,2025-04-26T11:32:51.474Z,50.8467267,3.1446587,-376.420,-0.68,0.12,1.56,62.743,106.519,1.69,12
$GNSS,2025-04-26T11:32:51.687Z,50.8468857,3.1446396,-339.863,-0.77,0.03,1.69,54.452,93.160,1.57,12
$GNSS,2025-04-26T11:32:51.945Z,50.8471207,3.1445860,-292.504,-0.44,0.46,1.24,46.445,79.097,1.38,12
$GNSS,2025-04-26T11:32:52.125Z,50.8473537,3.1446014,-244.811,0.29,0.10,0.55,39.413,66.793,0.87,13
$GNSS,2025-04-26T11:32:52.403Z,50.8475293,3.1446129,-207.595,-0.62,-0.40,0.28,34.500,58.149,0.69,13
$GNSS,2025-04-26T11:32:52.603Z,50.8476829,3.1446103,-176.276,-0.86,-0.68,0.47,30.333,51.381,0.67,14
$GNSS,2025-04-26T11:32:52.825Z,50.8477710,3.1445833,-157.857,-1.21,-0.05,0.79,27.211,46.127,0.80,13
$GNSS,2025-04-26T11:32:53.024Z,50.8478371,3.1445628,-143.859,-0.56,0.01,1.44,24.748,42.019,0.87,13
$GNSS,2025-04-26T11:32:53.201Z,50.8478931,3.1445486,-132.284,-0.43,0.18,1.21,22.753,38.679,0.83,13
$GNSS,2025-04-26T11:32:53.402Z,50.8479379,3.1445388,-122.565,-0.52,-0.05,0.92,21.107,35.909,0.79,13
$GNSS,2025-04-26T11:32:53.606Z,50.8480073,3.1445284,-108.246,-0.69,-0.01,1.02,19.195,32.798,0.77,14
$GNSS,2025-04-26T11:32:53.805Z,50.8481104,3.1445122,-87.723,-0.43,0.06,0.93,16.905,29.132,0.74,17
$GNSS,2025-04-26T11:32:54.004Z,50.8481993,3.1445010,-69.939,-0.04,0.18,0.74,14.870,25.828,0.62,17
$GNSS,2025-04-26T11:32:54.176Z,50.8486008,3.1446183,45.365,0.78,-0.05,0.21,15.697,29.154,0.28,23
$GNSS,2025-04-26T11:32:54.376Z,50.8486364,3.1445855,47.660,-0.11,-0.02,0.01,10.674,15.104,0.35,23
$GNSS,2025-04-26T11:32:54.576Z,50.8486309,3.1445782,44.759,-0.01,0.07,0.09,9.814,15.712,0.38,23
