time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2022-07-20T11:00:38.40Z,56.1820119,9.0406051,-90.576,2.36,0.88,-1.77,678.913,768.898,136.49,0.00000,180.00000,3,4
2022-07-20T11:00:38.60Z,56.1818910,9.0405054,-117.325,1.83,1.20,-0.99,348.716,402.095,64.11,0.00000,180.00000,3,4
2022-07-20T11:00:38.80Z,56.1823756,9.0408595,-56.746,-0.57,0.05,2.11,228.346,251.803,10.36,0.00000,180.00000,3,5
2022-07-20T11:00:39.00Z,56.1826501,9.0411193,-20.768,-1.17,-0.03,1.80,164.113,182.696,6.38,0.00000,139.33204,3,7
2022-07-20T11:00:39.20Z,56.1827888,9.0412436,-2.865,-1.31,-0.04,2.83,126.277,142.493,5.17,0.00000,139.33538,3,6
2022-07-20T11:00:39.40Z,56.1828358,9.0412961,0.322,-0.36,-0.35,1.07,101.376,115.741,4.98,0.00000,139.33860,3,6
2022-07-20T11:00:39.60Z,56.1828859,9.0413511,6.338,-0.25,-0.11,0.61,82.197,95.158,4.09,0.00000,139.34124,3,6
2022-07-20T11:00:39.80Z,56.1829838,9.0414478,20.341,0.18,-0.08,-0.45,64.135,75.118,2.99,0.00000,139.34316,3,6
2022-07-20T11:00:40.00Z,56.1830414,9.0415008,28.753,0.19,0.16,-0.59,50.357,59.727,2.47,0.00000,139.34476,3,8
2022-07-20T11:00:40.20Z,56.1830682,9.0415235,32.797,0.41,0.59,-0.27,41.168,49.805,1.64,0.00000,139.34582,3,9
2022-07-20T11:00:40.40Z,56.1830613,9.0415174,31.710,0.52,-0.31,-1.18,34.112,41.604,1.73,0.00000,139.34694,3,8
2022-07-20T11:00:40.60Z,56.1830583,9.0415142,31.060,-0.38,-0.67,0.02,30.172,37.248,1.11,0.00000,139.34766,3,8
2022-07-20T11:00:40.80Z,56.1830602,9.0415280,30.506,-0.40,-0.27,-0.21,28.252,35.012,1.19,0.00000,139.34844,3,7
2022-07-20T11:00:41.00Z,56.1830641,9.0415287,30.593,0.81,-0.26,-0.09,25.833,32.157,1.06,0.00000,139.34912,3,8
2022-07-20T11:00:41.20Z,56.1830902,9.0415478,34.169,0.82,-0.17,-0.15,21.777,27.352,0.97,0.00000,139.34974,3,9
2022-07-20T11:00:41.40Z,56.1830925,9.0415529,34.571,0.30,-1.16,-0.06,19.943,25.669,0.62,0.00000,139.35052,3,10
2022-07-20T11:00:41.60Z,56.1831164,9.0415771,38.229,-0.07,-0.08,0.15,17.039,22.560,1.32,0.00000,139.35136,3,12
2022-07-20T11:00:41.80Z,56.1831346,9.0415963,40.903,0.19,-0.05,-0.05,14.945,20.321,0.76,0.00000,139.35186,3,12
2022-07-20T11:00:42.00Z,56.1831361,9.0415949,40.708,-0.47,-0.43,-0.23,13.935,19.246,0.69,0.00000,139.35230,3,11
2022-07-20T11:00:42.20Z,56.1831351,9.0415938,40.976,0.51,-0.07,0.13,12.987,18.368,0.56,0.00000,139.35266,3,12
2022-07-20T11:00:42.40Z,56.1831374,9.0415973,41.309,-0.35,-0.25,0.07,12.011,17.187,0.85,0.00000,139.35320,3,14
2022-07-20T11:00:42.60Z,56.1831466,9.0416039,42.300,0.10,-0.17,-0.03,10.820,15.682,0.54,0.00000,139.35356,3,16
2022-07-20T11:00:42.80Z,56.1831559,9.0416120,43.766,0.21,0.02,-0.31,9.959,14.732,1.01,0.00000,139.35422,3,14
2022-07-20T11:00:43.00Z,56.1831623,9.0416172,44.833,0.27,-0.13,-0.48,9.368,14.037,0.98,0.00000,139.35486,3,14
2022-07-20T11:00:43.20Z,56.1831663,9.0416230,45.400,-0.16,0.18,-0.07,8.835,13.384,0.49,0.00000,139.35516,3,16
2022-07-20T11:00:43.40Z,56.1831680,9.0416304,45.518,-0.30,0.18,0.01,8.285,12.779,0.54,0.00000,139.35552,3,16
2022-07-20T11:00:43.60Z,56.1831681,9.0416336,45.929,0.56,-0.53,0.09,7.791,12.193,0.48,0.00000,139.35602,3,18
2022-07-20T11:00:43.80Z,56.1831681,9.0416353,45.902,-0.76,-0.01,-0.53,7.421,11.680,0.52,0.00000,139.35662,3,18
2022-07-20T11:00:44.00Z,56.1831680,9.0416384,45.692,-0.16,0.05,0.02,7.058,11.191,0.48,0.00000,139.35694,3,19
2022-07-20T11:00:44.20Z,56.1831664,9.0416399,45.429,-0.52,-0.24,-0.02,6.808,10.848,0.65,0.00000,139.35736,3,19
2022-07-20T11:00:44.40Z,56.1831658,9.0416447,45.881,0.25,-0.22,0.00,6.552,10.487,0.55,0.00000,139.35774,3,19
2022-07-20T11:00:44.60Z,56.1831657,9.0416490,46.224,0.15,0.28,-0.04,6.341,10.169,0.76,0.00000,139.35822,3,19
2022-07-20T11:00:44.80Z,56.1831638,9.0416518,46.109,-0.02,0.17,0.03,6.166,9.890,0.64,0.00000,139.35864,3,19
2022-07-20T11:00:45.00Z,56.1831647,9.0416559,46.177,0.12,-0.05,0.08,5.970,9.612,0.48,0.00000,139.35896,3,19
2022-07-20T11:00:45.20Z,56.1831642,9.0416574,45.929,-0.19,0.04,0.05,5.795,9.345,0.62,0.00000,139.35936,3,19
2022-07-20T11:00:45.40Z,56.1831647,9.0416595,45.993,-0.29,-0.11,-0.05,5.662,9.139,0.69,0.00000,139.35982,3,19
2022-07-20T11:00:45.60Z,56.1831654,9.0416606,46.159,0.10,0.00,-0.21,5.547,8.956,0.90,0.00000,139.36040,3,19
2022-07-20T11:00:45.80Z,56.1831655,9.0416615,46.228,-0.18,0.02,-0.12,5.433,8.780,0.71,0.00000,139.36086,3,20
2022-07-20T11:00:46.00Z,56.1831652,9.0416628,46.293,-0.26,0.12,-0.02,5.347,8.634,0.69,0.00000,139.36132,3,20
2022-07-20T11:00:46.20Z,56.1831653,9.0416636,46.330,-0.20,-0.37,-0.02,5.240,8.484,0.64,0.00000,139.36172,3,20
2022-07-20T11:00:46.40Z,56.1831656,9.0416630,46.486,0.12,-0.44,-0.42,5.141,8.325,0.76,0.00000,139.36222,3,20
2022-07-20T11:00:46.60Z,56.1831643,9.0416615,46.288,-0.60,-0.79,-0.10,5.037,8.143,0.67,239.95450,34.43995,3,20
2022-07-20T11:00:46.80Z,56.1831621,9.0416601,45.953,-0.47,-0.30,-0.20,4.934,7.964,0.78,239.95450,34.44200,3,20
2022-07-20T11:00:47.00Z,56.1831613,9.0416589,45.873,-0.17,-0.36,-0.27,4.857,7.808,0.88,239.95450,34.44430,3,20
2022-07-20T11:00:47.20Z,56.1831613,9.0416583,45.906,-0.16,-0.23,-0.21,4.785,7.672,0.91,239.95450,34.44668,3,20
2022-07-20T11:00:47.40Z,56.1831611,9.0416580,45.997,-0.19,-0.10,-0.49,4.718,7.545,0.95,239.95450,34.44915,3,20
2022-07-20T11:00:47.60Z,56.1831602,9.0416573,45.861,-0.30,-0.03,-0.32,4.664,7.442,0.85,239.95450,34.45136,3,20
2022-07-20T11:00:47.80Z,56.1831603,9.0416571,45.903,0.16,-0.14,-0.02,4.626,7.379,0.73,239.95450,34.45326,3,20
2022-07-20T11:00:48.00Z,56.1831608,9.0416565,45.931,0.36,-0.33,-0.19,4.582,7.302,0.75,239.95450,34.45522,3,20
2022-07-20T11:00:48.20Z,56.1831608,9.0416562,45.873,-0.10,-0.25,0.34,4.531,7.222,0.84,239.95450,34.45741,3,21
2022-07-20T11:00:48.40Z,56.1831604,9.0416564,45.713,0.14,-0.13,0.11,4.471,7.122,0.60,239.95450,34.45898,3,21
2022-07-20T11:00:48.60Z,56.1831599,9.0416567,45.402,0.00,0.02,0.22,4.421,7.056,0.90,239.95450,34.46132,3,21
2022-07-20T11:00:48.80Z,56.1831598,9.0416573,45.241,-0.12,-0.10,0.29,4.375,6.997,0.90,239.95450,34.46367,3,21
