time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2022-06-23T17:30:00.20Z,56.1831763,9.0415822,18.264,1.03,-5.51,5.89,284.036,141.108,14.16,280.58798,16.15215,3,4
2022-06-23T17:30:00.40Z,56.1831891,9.0414690,20.656,1.25,-6.67,5.56,167.802,83.577,9.12,280.62438,11.90099,3,4
2022-06-23T17:30:00.60Z,56.1831182,9.0420387,10.810,-0.85,1.17,3.62,108.084,82.003,4.59,280.62438,11.93564,3,6
2022-06-23T17:30:00.80Z,56.1830805,9.0422116,11.829,-0.10,1.23,2.65,86.580,71.428,4.30,280.62438,11.96800,3,6
2022-06-23T17:30:01.00Z,56.1830779,9.0422788,9.227,-0.11,1.49,2.41,74.526,64.310,3.79,280.62438,11.99648,3,6
2022-06-23T17:30:01.20Z,56.1830658,9.0423444,9.930,-0.32,1.45,2.32,66.616,58.870,3.47,280.62438,12.02249,3,6
2022-06-23T17:30:01.40Z,56.1830681,9.0423924,9.201,-0.60,1.99,2.27,60.837,54.999,3.24,265.45796,38.97372,3,6
2022-06-23T17:30:01.60Z,56.1830608,9.0424390,9.899,-0.37,1.07,2.04,56.563,51.805,3.15,265.45796,38.98099,3,6
2022-06-23T17:30:01.80Z,56.1830525,9.0424537,11.642,0.24,0.61,1.74,53.597,49.719,2.91,265.45796,38.98770,3,5
2022-06-23T17:30:02.00Z,56.1830444,9.0424593,12.400,0.18,1.13,1.78,51.106,47.907,2.93,265.45796,38.99446,3,5
2022-06-23T17:30:02.20Z,56.1830412,9.0424565,13.263,0.37,0.67,1.79,49.083,46.480,2.83,265.45796,39.00098,3,5
2022-06-23T17:30:02.40Z,56.1830388,9.0424532,14.016,0.34,0.89,1.57,47.318,45.243,2.87,265.45796,39.00761,3,5
2022-06-23T17:30:02.60Z,56.1830425,9.0424654,13.268,0.06,0.64,1.39,45.163,43.353,2.77,265.45796,39.01400,3,6
2022-06-23T17:30:02.80Z,56.1830445,9.0424719,12.876,-0.04,0.66,0.96,43.341,41.750,2.74,265.45796,39.02031,3,6
2022-06-23T17:30:03.00Z,56.1830468,9.0424721,13.043,0.06,0.22,0.28,41.789,40.289,2.58,265.45796,39.02626,3,6
2022-06-23T17:30:03.20Z,56.1830494,9.0424749,13.141,0.05,0.03,-0.11,40.297,38.887,2.09,265.45796,39.03108,3,6
2022-06-23T17:30:03.40Z,56.1830511,9.0424768,12.631,-0.48,-0.10,0.26,38.986,37.559,1.62,265.45796,39.03481,3,6
2022-06-23T17:30:03.60Z,56.1830558,9.0424869,11.797,0.07,-0.34,0.04,37.437,35.848,2.24,265.45796,39.03998,3,6
2022-06-23T17:30:03.80Z,56.1830605,9.0424914,11.193,0.28,-0.67,-0.04,36.118,34.363,2.25,265.45796,39.04517,3,6
2022-06-23T17:30:04.00Z,56.1830628,9.0424918,10.908,0.13,-0.35,0.06,35.027,33.093,2.18,265.45796,39.05018,3,6
2022-06-23T17:30:04.20Z,56.1830652,9.0424857,11.235,0.19,-0.77,-0.13,34.032,31.906,2.30,265.45796,39.05547,3,6
2022-06-23T17:30:04.40Z,56.1830678,9.0424824,11.684,0.23,-0.62,-0.43,33.167,30.891,2.23,265.45796,39.06062,3,6
2022-06-23T17:30:04.60Z,56.1830699,9.0424845,11.224,-0.10,-0.59,0.08,32.412,30.003,2.16,265.45796,39.06559,3,6
2022-06-23T17:30:04.80Z,56.1830720,9.0424823,11.098,-0.03,-0.81,0.24,31.718,29.189,2.25,265.45796,39.07077,3,6
2022-06-23T17:30:05.00Z,56.1830750,9.0424821,10.918,0.03,-0.92,0.55,31.076,28.438,2.26,265.45796,39.07597,3,6
2022-06-23T17:30:05.20Z,56.1830779,9.0424792,11.135,0.07,-1.23,0.38,30.523,27.815,2.29,265.45796,39.08124,3,6
2022-06-23T17:30:05.40Z,56.1830802,9.0424734,11.487,0.28,-1.47,-0.01,30.019,27.217,2.27,272.98040,39.37517,3,6
2022-06-23T17:30:05.60Z,56.1830821,9.0424706,12.137,0.13,-1.04,-0.88,29.564,26.653,2.05,272.98040,39.37986,3,6
2022-06-23T17:30:05.80Z,56.1830831,9.0424627,12.433,0.08,-1.44,-0.80,29.148,26.131,2.10,273.01414,44.68824,3,6
2022-06-23T17:30:06.00Z,56.1830834,9.0424619,11.999,0.27,-0.92,-0.17,28.772,25.626,2.40,273.01414,44.69307,3,6
2022-06-23T17:30:06.20Z,56.1830837,9.0424667,12.087,0.17,-1.08,-0.71,28.407,25.172,2.20,273.01414,44.69751,3,6
2022-06-23T17:30:06.40Z,56.1830840,9.0424649,11.900,0.20,-1.24,-0.49,28.043,24.757,2.26,273.01414,44.70206,3,6
2022-06-23T17:30:06.60Z,56.1830843,9.0424597,10.837,-0.16,-2.09,0.36,27.685,24.344,2.58,268.18724,32.18438,3,6
2022-06-23T17:30:06.80Z,56.1830845,9.0424619,9.948,0.02,-1.88,0.77,27.364,23.989,2.69,269.20118,35.93732,3,6
2022-06-23T17:30:07.00Z,56.1830877,9.0424449,9.230,0.28,-2.74,1.09,26.978,23.702,2.48,274.05348,22.01137,3,7
2022-06-23T17:30:07.20Z,56.1830912,9.0424400,8.510,0.20,-2.69,0.81,26.506,23.293,2.21,274.16446,17.62464,3,7
2022-06-23T17:30:07.40Z,56.1830971,9.0424181,8.443,0.08,-2.74,0.47,25.979,22.923,2.00,272.80230,16.70619,3,7
2022-06-23T17:30:07.60Z,56.1831043,9.0423920,8.274,-0.12,-2.52,0.22,25.373,22.573,1.87,270.04484,16.74998,3,7
2022-06-23T17:30:07.80Z,56.1831133,9.0423536,8.133,-0.35,-2.06,0.32,24.685,22.289,1.83,267.99556,32.36347,3,7
2022-06-23T17:30:08.00Z,56.1831216,9.0423110,8.209,-0.24,-2.26,0.38,23.876,22.018,1.54,265.80582,30.85665,3,7
2022-06-23T17:30:08.20Z,56.1831278,9.0422673,8.305,-0.41,-2.39,0.51,23.129,21.804,1.49,263.21312,32.52903,3,7
2022-06-23T17:30:08.40Z,56.1831337,9.0422101,9.335,-0.14,-2.67,0.07,22.322,21.599,1.40,265.73600,23.84981,3,8
2022-06-23T17:30:08.60Z,56.1831392,9.0421524,10.704,-0.23,-2.74,-0.21,21.498,21.358,1.35,265.46520,21.04135,3,8
2022-06-23T17:30:08.80Z,56.1831427,9.0421091,11.598,-0.08,-3.12,-0.41,20.791,21.122,1.36,266.93040,22.17340,3,7
2022-06-23T17:30:09.00Z,56.1831469,9.0420570,13.321,0.14,-3.70,-0.73,20.216,20.879,1.56,270.68026,14.14623,3,8
2022-06-23T17:30:09.20Z,56.1831503,9.0420070,14.830,0.17,-3.62,-0.88,19.609,20.605,1.51,271.71444,13.61319,3,8
2022-06-23T17:30:09.40Z,56.1831530,9.0419561,16.561,-0.14,-2.86,-0.96,18.905,20.279,1.49,269.85286,16.18432,3,8
2022-06-23T17:30:09.60Z,56.1831547,9.0419007,18.817,-0.08,-3.20,-1.08,18.537,21.414,1.47,269.10134,13.95576,3,9
2022-06-23T17:30:09.80Z,56.1831561,9.0418470,21.124,0.32,-4.26,-1.14,18.134,21.671,1.63,272.50762,10.21337,3,9
2022-06-23T17:30:10.00Z,56.1831560,9.0418017,23.472,0.34,-4.37,-1.16,17.714,21.807,1.66,273.34770,11.84141,3,9
2022-06-23T17:30:10.20Z,56.1831576,9.0417706,25.735,0.48,-4.06,-1.70,16.982,20.316,1.60,274.66504,14.98789,3,8
2022-06-23T17:30:10.40Z,56.1831572,9.0417477,26.838,0.14,-3.40,-1.48,16.674,19.791,1.68,273.72546,18.33867,3,8
2022-06-23T17:30:10.60Z,56.1831565,9.0417267,27.636,-0.06,-3.19,-1.16,16.439,19.473,1.62,271.46188,19.37527,3,8
2022-06-23T17:30:10.80Z,56.1831545,9.0417098,28.192,-0.25,-3.06,-1.29,16.214,19.259,1.52,268.38744,19.64564,3,8
2022-06-23T17:30:11.00Z,56.1831544,9.0416911,28.512,-0.32,-2.92,-1.15,15.891,19.050,1.49,266.16602,20.55862,3,8
2022-06-23T17:30:11.20Z,56.1831538,9.0416761,29.183,-0.49,-2.38,-1.42,15.580,18.900,1.34,263.00594,25.04572,3,8
2022-06-23T17:30:11.40Z,56.1831539,9.0416590,29.515,-0.45,-2.65,-1.29,15.246,18.772,1.32,261.32096,19.95652,3,8
2022-06-23T17:30:11.60Z,56.1831535,9.0416352,29.567,-0.58,-3.79,-0.62,15.367,20.164,1.44,261.29560,14.29150,3,9
2022-06-23T17:30:11.80Z,56.1831529,9.0416120,29.715,-1.06,-4.18,-0.14,15.268,20.482,1.48,258.44638,13.95320,3,9
2022-06-23T17:30:12.00Z,56.1831534,9.0415935,30.234,-0.84,-3.75,-0.08,15.049,20.454,1.61,257.99146,15.42856,3,9
2022-06-23T17:30:12.20Z,56.1831535,9.0415785,30.894,-0.55,-3.33,-0.36,14.787,20.364,1.53,259.11642,17.41988,3,9
2022-06-23T17:30:12.40Z,56.1831536,9.0415605,31.900,-0.67,-3.29,-0.30,14.563,20.328,1.57,258.83582,19.73793,3,9
2022-06-23T17:30:12.60Z,56.1831535,9.0415449,32.753,0.00,-3.30,-0.29,14.369,20.373,1.64,263.35224,23.89414,3,9
2022-06-23T17:30:12.80Z,56.1831539,9.0415315,33.360,-0.07,-3.29,-0.35,14.200,20.249,1.65,266.09382,23.27605,3,9
2022-06-23T17:30:13.00Z,56.1831534,9.0415196,33.739,-0.35,-3.18,-0.26,14.395,20.903,1.68,265.01688,25.74162,3,8
2022-06-23T17:30:13.20Z,56.1831521,9.0415125,34.138,-1.35,-2.63,-0.31,14.383,21.051,1.70,255.20978,29.01127,3,8
2022-06-23T17:30:13.40Z,56.1831505,9.0415016,34.736,-1.56,-2.44,-0.16,14.337,21.067,1.73,246.78692,30.56578,3,8
2022-06-23T17:30:13.60Z,56.1831494,9.0414936,35.437,-1.47,-2.07,-0.27,14.281,21.009,1.69,241.31050,33.69701,3,8
2022-06-23T17:30:13.80Z,56.1831487,9.0414791,36.353,-1.13,-2.73,-0.31,14.175,20.805,1.80,245.00072,27.42351,3,8
2022-06-23T17:30:14.00Z,56.1831491,9.0414617,37.335,-0.88,-3.43,-0.32,14.084,20.543,1.83,252.63360,17.21392,3,8
2022-06-23T17:30:14.20Z,56.1831482,9.0414488,38.282,-1.39,-3.12,-0.64,14.018,20.643,1.67,249.99894,21.38335,3,8
2022-06-23T17:30:14.40Z,56.1831483,9.0414357,39.516,-0.43,-2.65,-0.61,13.937,20.584,1.78,254.69276,24.57640,3,8
2022-06-23T17:30:14.60Z,56.1831481,9.0414229,40.110,-0.48,-2.90,-0.42,13.845,20.513,1.93,257.82284,22.84818,3,8
2022-06-23T17:30:14.80Z,56.1831474,9.0414146,41.012,-1.13,-2.45,-0.49,13.772,20.484,1.77,252.98936,28.86902,3,8
2022-06-23T17:30:15.00Z,56.1831462,9.0414128,42.007,-1.49,-1.89,-1.34,13.689,20.415,1.34,244.82818,36.57406,3,8
2022-06-23T17:30:15.20Z,56.1831460,9.0414022,42.932,-0.52,-2.56,-1.32,13.629,20.396,1.59,253.05952,29.58188,3,8
2022-06-23T17:30:15.40Z,56.1831464,9.0413938,43.762,-0.40,-2.03,-1.10,13.539,20.321,1.60,255.20168,39.31466,3,8
2022-06-23T17:30:15.60Z,56.1831462,9.0413839,44.365,-0.64,-2.31,-0.81,13.424,20.237,1.59,254.75620,29.00511,3,8
2022-06-23T17:30:15.80Z,56.1831456,9.0413715,44.686,-0.75,-2.52,-0.27,13.335,20.196,1.64,253.90034,23.29271,3,8
2022-06-23T17:30:16.00Z,56.1831455,9.0413602,45.190,-0.38,-2.84,-0.12,13.258,20.158,1.69,258.74936,19.93589,3,8
2022-06-23T17:30:16.20Z,56.1831454,9.0413511,46.226,-0.83,-2.74,-0.40,13.202,20.165,1.60,256.36444,22.97129,3,8
2022-06-23T17:30:16.40Z,56.1831451,9.0413422,47.401,-0.78,-2.56,-0.60,13.166,20.181,1.57,254.79764,24.47826,3,8
2022-06-23T17:30:16.60Z,56.1831446,9.0413369,47.978,-0.45,-2.03,-0.61,13.135,20.200,1.63,255.83556,31.84525,3,8
2022-06-23T17:30:16.80Z,56.1831432,9.0413276,48.168,-0.51,-2.77,-0.60,13.051,20.110,1.80,258.44162,20.30781,3,8
2022-06-23T17:30:17.00Z,56.1831426,9.0413141,48.994,-0.52,-3.19,-0.72,12.990,20.129,1.70,259.72194,17.52626,3,8
2022-06-23T17:30:17.20Z,56.1831421,9.0413021,49.880,-0.29,-2.73,-0.72,12.937,20.142,1.76,261.55710,19.77857,3,8
2022-06-23T17:30:17.40Z,56.1831423,9.0412907,50.460,-0.32,-2.88,-0.68,12.832,20.052,1.68,262.73954,17.61052,3,8
2022-06-23T17:30:17.60Z,56.1831426,9.0412748,50.978,-0.60,-3.75,-0.55,12.736,19.989,1.70,261.65564,14.00820,3,8
2022-06-23T17:30:17.80Z,56.1831432,9.0412596,51.982,-0.29,-3.55,-0.58,12.652,19.949,1.66,263.36276,15.33813,3,8
2022-06-23T17:30:18.00Z,56.1831433,9.0412449,52.341,-0.33,-4.09,-0.50,12.563,19.881,1.77,264.48842,13.70951,3,8
2022-06-23T17:30:18.20Z,56.1831444,9.0412256,52.800,-0.02,-4.49,-0.27,12.403,19.739,1.80,267.55588,11.45696,3,8
2022-06-23T17:30:18.40Z,56.1831455,9.0412066,53.143,0.01,-4.52,0.01,12.283,19.648,1.95,268.84682,11.33733,3,8
2022-06-23T17:30:18.60Z,56.1831462,9.0411933,53.662,-0.05,-4.22,-0.28,12.211,19.554,1.71,269.13962,9.81437,3,8
2022-06-23T17:30:18.80Z,56.1831469,9.0411796,54.205,0.12,-3.98,-0.23,12.129,19.492,1.68,270.43716,9.99765,3,8
