time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2022-06-23T18:50:35.00Z,56.1839190,9.0405403,-53.983,15.64,-10.24,38.13,1199.147,2509.982,466.40,0.00000,58.15163,3,4
2022-06-23T18:50:35.60Z,56.1844337,9.0400971,-197.005,-1.91,-2.64,-8.62,1246.519,2722.257,345.54,0.00000,180.00000,3,4
2022-06-23T18:50:35.80Z,56.1843070,9.0402212,-153.775,4.11,-5.46,10.67,959.989,2122.404,310.21,0.00000,180.00000,3,4
2022-06-23T18:50:36.00Z,56.1843387,9.0401555,-184.694,-2.10,-2.61,-4.68,767.901,1684.229,183.08,0.00000,180.00000,3,4
2022-06-23T18:50:36.20Z,56.1843521,9.0401173,-196.386,4.88,-5.97,10.17,643.273,1412.599,195.48,0.00000,180.00000,3,4
2022-06-23T18:50:36.40Z,56.1843931,9.0400716,-202.157,-5.37,-0.77,-11.48,480.315,1060.362,61.31,0.00000,177.80742,3,4
2022-06-23T18:50:36.60Z,56.1845917,9.0399091,-262.331,-3.44,-1.75,-6.42,494.391,1108.879,54.44,0.00000,180.00000,3,4
2022-06-23T18:50:36.80Z,56.1846561,9.0398322,-284.056,-5.18,-1.11,-11.97,674.718,1548.389,95.75,0.00000,180.00000,3,4
2022-06-23T18:50:37.00Z,56.1847842,9.0397301,-321.643,-1.29,-2.84,-3.07,503.127,1103.358,32.61,0.00000,180.00000,3,4
2022-06-23T18:50:37.20Z,56.1846013,9.0398910,-265.745,-3.75,-1.27,-11.56,494.475,1079.181,46.83,0.00000,180.00000,3,4
2022-06-23T18:50:37.40Z,56.1845135,9.0399737,-228.900,0.46,-3.47,-0.55,468.288,1036.238,3.64,0.00000,180.00000,3,4
2022-06-23T18:50:37.60Z,56.1843128,9.0401446,-174.113,1.11,-4.11,3.38,471.263,1078.453,37.72,0.00000,180.00000,3,4
2022-06-23T18:50:37.80Z,56.1843380,9.0401180,-180.390,-0.25,-3.22,-0.76,485.282,1184.055,4.20,0.00000,180.00000,3,4
2022-06-23T18:50:38.00Z,56.1845970,9.0399077,-250.326,0.57,-3.89,2.11,373.256,889.057,24.31,0.00000,178.44614,3,4
2022-06-23T18:50:38.20Z,56.1843589,9.0400983,-180.637,-1.80,-2.19,-7.97,369.668,880.963,34.47,0.00000,180.00000,3,4
2022-06-23T18:50:38.40Z,56.1843433,9.0400900,-178.595,-3.21,-2.00,-7.58,380.600,912.436,37.51,0.00000,180.00000,3,4
2022-06-23T18:50:38.60Z,56.1844043,9.0400336,-201.681,-4.75,-1.05,-13.35,481.582,1176.130,52.12,0.00000,148.62102,3,4
2022-06-23T18:50:38.80Z,56.1842051,9.0402073,-132.298,7.20,-6.75,19.29,724.890,1828.185,82.96,0.00000,51.14186,3,4
2022-06-23T18:50:39.00Z,56.1840374,9.0403248,-85.614,2.44,-4.67,5.97,710.517,1795.681,72.97,0.00000,180.00000,3,4
2022-06-23T18:50:39.20Z,56.1840052,9.0403630,-76.903,6.21,-6.39,16.26,538.491,1366.766,62.91,0.00000,46.26984,3,4
2022-06-23T18:50:39.40Z,56.1839958,9.0403703,-68.736,1.77,-4.22,4.80,538.069,1389.701,55.81,0.00000,180.00000,3,4
2022-06-23T18:50:39.60Z,56.1844645,9.0398915,-227.014,-5.50,-0.82,-13.37,182.923,331.926,23.99,0.00000,55.39947,3,5
