time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2022-07-20T13:05:46.80Z,56.1850116,9.0364477,91.065,-1.32,24.96,0.73,199.259,172.105,7.65,93.02404,4.53568,3,5
2022-07-20T13:05:47.00Z,56.1850111,9.0364635,90.315,-1.32,26.08,1.52,116.365,85.485,4.50,92.90260,3.48319,3,5
2022-07-20T13:05:47.20Z,56.1850028,9.0365135,87.893,-1.59,26.83,1.39,116.644,91.842,3.83,93.39878,2.96344,3,5
2022-07-20T13:05:47.40Z,56.1849970,9.0365441,85.102,-1.53,26.52,1.23,103.250,83.747,3.49,93.30000,3.01348,3,5
2022-07-20T13:05:47.60Z,56.1849974,9.0365870,83.732,-1.65,26.87,1.14,93.736,77.429,3.27,93.52360,2.88003,3,5
2022-07-20T13:05:47.80Z,56.1849941,9.0366353,81.418,-1.61,26.92,1.13,86.591,72.458,3.10,93.41984,2.92097,3,5
2022-07-20T13:05:48.00Z,56.1849872,9.0366781,78.210,-1.52,27.47,1.10,79.450,67.754,2.90,93.17710,2.51628,3,6
2022-07-20T13:05:48.20Z,56.1849773,9.0367400,75.107,-1.67,27.56,0.92,73.350,63.634,2.75,93.47480,2.45224,3,6
2022-07-20T13:05:48.40Z,56.1849689,9.0367892,71.996,-1.74,27.71,0.63,67.766,59.914,2.64,93.58922,2.27644,3,6
2022-07-20T13:05:48.60Z,56.1849671,9.0368390,69.737,-1.69,27.89,0.43,63.188,56.715,2.48,93.46254,2.23626,3,6
2022-07-20T13:05:48.80Z,56.1849675,9.0368927,68.405,-1.72,28.20,0.31,59.332,53.915,2.37,93.49900,2.18769,3,6
2022-07-20T13:05:49.00Z,56.1849818,9.0367714,61.506,-1.52,28.74,0.16,53.767,51.005,2.33,93.03334,2.20803,3,7
2022-07-20T13:05:49.20Z,56.1849871,9.0367309,56.689,-1.59,29.22,0.17,49.717,48.577,2.27,93.11296,2.12386,3,7
2022-07-20T13:05:49.40Z,56.1849898,9.0367202,53.100,-1.60,29.21,0.12,46.756,46.694,2.26,93.13284,2.21435,3,7
2022-07-20T13:05:49.60Z,56.1849913,9.0367339,50.541,-1.38,29.48,0.02,44.348,45.042,2.25,92.67240,2.19879,3,7
2022-07-20T13:05:49.80Z,56.1849911,9.0367706,48.896,-1.30,29.59,0.03,42.386,43.619,2.22,92.52070,2.20901,3,7
2022-07-20T13:05:50.00Z,56.1849893,9.0368239,47.652,-1.34,29.84,0.06,40.769,42.318,2.21,92.58072,2.14363,3,7
2022-07-20T13:05:50.20Z,56.1849860,9.0368859,46.191,-1.52,30.40,0.07,39.379,41.163,2.20,92.87022,2.08801,3,7
2022-07-20T13:05:50.40Z,56.1849832,9.0369585,45.131,-1.60,30.94,-0.23,38.215,40.131,2.16,92.96168,2.08115,3,7
2022-07-20T13:05:50.60Z,56.1849801,9.0370392,44.331,-1.49,31.38,-0.42,37.204,39.239,2.16,92.70984,2.10264,3,7
2022-07-20T13:05:50.80Z,56.1849761,9.0371157,43.199,-1.77,31.62,-0.33,36.308,38.437,2.16,93.19992,2.11365,3,7
2022-07-20T13:05:51.00Z,56.1849720,9.0371949,42.378,-1.57,31.74,-0.34,35.477,37.673,2.15,92.83482,2.11311,3,7
2022-07-20T13:05:51.20Z,56.1849676,9.0372797,41.558,-1.36,31.92,-0.11,34.750,36.992,2.13,92.43274,2.10670,3,7
2022-07-20T13:05:51.40Z,56.1849630,9.0373678,40.952,-1.05,32.32,-0.09,34.059,36.340,2.11,91.86876,2.05712,3,7
2022-07-20T13:05:51.60Z,56.1849585,9.0374578,40.289,-1.23,32.52,-0.10,33.457,35.751,2.10,92.15724,2.03808,3,7
2022-07-20T13:05:51.80Z,56.1849545,9.0375447,39.554,-1.30,32.75,-0.10,32.907,35.206,2.10,92.27298,2.02196,3,7
2022-07-20T13:05:52.00Z,56.1849507,9.0376324,38.584,-1.36,32.97,0.01,32.359,34.672,2.08,92.37056,2.00621,3,7
2022-07-20T13:05:52.20Z,56.1849464,9.0377239,37.637,-1.34,33.29,-0.05,31.862,34.164,2.06,92.30686,1.97048,3,7
