time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2022-07-20T09:55:19.39Z,56.1832823,9.0417218,39.584,1.42,1.11,0.12,91.616,110.633,5.08,0.00000,113.93482,3,4
2022-07-20T09:55:19.60Z,56.1832778,9.0417017,38.658,0.16,0.29,0.20,54.064,62.848,2.49,0.00000,113.93690,3,5
2022-07-20T09:55:19.80Z,56.1832616,9.0417001,36.313,-0.08,-0.05,-0.03,54.820,65.134,2.28,0.00000,113.93870,3,5
2022-07-20T09:55:20.00Z,56.1832482,9.0416986,35.094,-0.18,-0.16,-0.14,47.760,57.606,1.84,0.00000,113.94016,3,5
2022-07-20T09:55:20.20Z,56.1832351,9.0416952,34.004,-0.16,-0.18,-0.19,42.455,51.783,1.72,0.00000,113.94152,3,5
2022-07-20T09:55:20.40Z,56.1832256,9.0416941,33.506,-0.13,-0.08,-0.23,38.582,47.335,1.68,0.00000,113.94284,3,5
2022-07-20T09:55:20.60Z,56.1832163,9.0416943,33.081,-0.35,-0.12,-0.21,35.438,43.557,1.73,0.00000,113.94422,3,5
2022-07-20T09:55:20.80Z,56.1832177,9.0416891,33.672,-0.33,-0.18,-0.01,32.682,40.217,1.97,0.00000,113.94578,3,6
2022-07-20T09:55:21.00Z,56.1832248,9.0416800,34.924,-0.25,-0.17,-0.11,30.369,37.309,1.73,0.00000,113.94716,3,6
2022-07-20T09:55:21.20Z,56.1832302,9.0416726,35.875,-0.17,-0.16,0.01,28.286,34.593,1.74,0.00000,113.94852,3,6
2022-07-20T09:55:21.40Z,56.1832350,9.0416641,36.888,-0.28,-0.11,-0.06,26.510,32.269,1.88,0.00000,113.95002,3,6
2022-07-20T09:55:21.60Z,56.1832363,9.0416571,37.410,0.17,-0.03,0.08,24.798,30.211,1.67,0.00000,113.95134,3,6
2022-07-20T09:55:21.80Z,56.1832304,9.0416550,36.538,0.09,-0.20,0.41,23.764,29.123,1.29,0.00000,113.95234,3,5
2022-07-20T09:55:22.00Z,56.1832262,9.0416531,36.008,0.12,-0.33,0.25,22.924,28.199,1.36,0.00000,113.95342,3,5
2022-07-20T09:55:22.20Z,56.1832214,9.0416547,35.687,-0.66,0.12,0.20,22.318,27.475,2.49,0.00000,113.95538,3,5
2022-07-20T09:55:22.40Z,56.1832224,9.0416547,36.380,-0.77,0.17,0.04,21.541,26.449,2.34,0.00000,113.95722,3,6
2022-07-20T09:55:22.60Z,56.1832284,9.0416507,37.552,0.25,-0.39,-0.20,20.849,25.524,1.66,0.00000,113.95854,3,6
2022-07-20T09:55:22.80Z,56.1832295,9.0416495,38.096,-0.66,0.00,-0.06,20.197,24.664,2.31,0.00000,113.96036,3,6
2022-07-20T09:55:23.00Z,56.1832274,9.0416476,38.010,-0.81,-0.39,0.51,18.650,22.973,1.83,0.00000,113.96182,3,7
2022-07-20T09:55:23.20Z,56.1832245,9.0416480,37.982,-0.31,-0.18,0.03,17.285,21.486,1.63,0.00000,113.96310,3,7
2022-07-20T09:55:23.40Z,56.1832168,9.0416496,37.372,-0.27,-0.26,-0.14,15.535,19.623,1.29,0.00000,113.96412,3,8
2022-07-20T09:55:23.60Z,56.1832105,9.0416520,36.577,-0.03,-0.29,-0.05,14.147,18.167,1.07,0.00000,113.96496,3,9
2022-07-20T09:55:23.80Z,56.1832062,9.0416533,36.098,0.02,-0.24,0.01,13.059,17.038,1.03,0.00000,113.96578,3,9
2022-07-20T09:55:24.00Z,56.1832039,9.0416556,35.929,-0.08,-0.06,-0.13,12.190,16.147,1.14,0.00000,113.96668,3,10
2022-07-20T09:55:24.20Z,56.1832036,9.0416572,35.814,-0.10,-0.15,-0.07,11.536,15.464,1.07,0.00000,113.96752,3,10
2022-07-20T09:55:24.40Z,56.1832018,9.0416572,35.709,0.02,-0.11,-0.02,10.945,14.862,0.82,0.00000,113.96818,3,11
2022-07-20T09:55:24.60Z,56.1832000,9.0416582,35.485,0.21,0.00,-0.06,10.455,14.344,1.04,0.00000,113.96900,3,11
2022-07-20T09:55:24.80Z,56.1831996,9.0416591,35.377,0.05,0.10,0.11,10.040,13.884,0.97,0.00000,113.96976,3,11
2022-07-20T09:55:25.00Z,56.1832005,9.0416606,35.508,0.03,0.32,-0.04,9.678,13.469,0.93,0.00000,113.97050,3,12
2022-07-20T09:55:25.20Z,56.1832013,9.0416604,35.856,0.14,0.25,-0.02,9.306,13.031,0.89,0.00000,113.97120,3,13
2022-07-20T09:55:25.40Z,56.1832028,9.0416610,35.775,0.29,0.12,0.22,8.972,12.622,0.96,0.00000,113.97196,3,13
2022-07-20T09:55:25.60Z,56.1832042,9.0416615,35.698,0.40,0.18,0.39,8.694,12.272,0.97,0.00000,113.97272,3,13
2022-07-20T09:55:25.80Z,56.1832041,9.0416596,36.005,0.11,-0.14,0.40,8.426,11.939,1.11,0.00000,113.97360,3,15
2022-07-20T09:55:26.00Z,56.1832051,9.0416583,36.174,-0.19,-0.12,0.45,8.172,11.638,1.06,0.00000,113.97444,3,16
2022-07-20T09:55:26.20Z,56.1832036,9.0416541,35.836,-0.26,-0.05,0.40,7.931,11.325,1.02,0.00000,113.97524,3,17
2022-07-20T09:55:26.40Z,56.1832029,9.0416503,35.384,-0.33,-0.28,0.50,7.701,11.038,0.98,0.00000,113.97602,3,18
2022-07-20T09:55:26.60Z,56.1832021,9.0416472,34.997,-0.18,0.08,0.43,7.498,10.776,0.94,0.00000,113.97676,3,18
2022-07-20T09:55:26.80Z,56.1832018,9.0416441,34.663,0.14,-0.09,0.42,7.320,10.533,1.06,0.00000,113.97760,3,17
2022-07-20T09:55:27.00Z,56.1832021,9.0416417,34.172,-0.04,-0.19,0.51,7.155,10.311,1.00,0.00000,113.97840,3,18
2022-07-20T09:55:27.20Z,56.1832024,9.0416402,33.785,0.07,0.09,0.38,7.002,10.101,0.88,0.00000,113.97908,3,18
2022-07-20T09:55:27.40Z,56.1832030,9.0416399,33.439,0.28,0.18,0.31,6.858,9.905,0.83,0.00000,113.97974,3,18
2022-07-20T09:55:27.60Z,56.1832036,9.0416394,33.238,0.05,0.16,0.44,6.723,9.719,0.81,0.00000,113.98038,3,18
2022-07-20T09:55:27.80Z,56.1832035,9.0416387,33.259,-0.13,-0.14,0.28,6.593,9.546,0.89,0.00000,113.98108,3,18
2022-07-20T09:55:28.00Z,56.1832041,9.0416380,32.995,0.20,0.27,0.12,6.470,9.389,0.69,0.00000,113.98162,3,18
2022-07-20T09:55:28.20Z,56.1832057,9.0416371,32.938,-0.05,-0.06,0.22,6.302,9.211,0.89,0.00000,113.98232,3,18
2022-07-20T09:55:28.40Z,56.1832064,9.0416374,33.199,-0.03,-0.09,0.25,6.173,9.072,0.93,0.00000,113.98306,3,15
2022-07-20T09:55:28.60Z,56.1832066,9.0416379,33.466,0.17,-0.07,-0.02,6.081,8.950,1.14,0.00000,113.98396,3,15
2022-07-20T09:55:28.80Z,56.1832069,9.0416380,33.634,-0.07,-0.18,-0.03,5.996,8.835,0.71,0.00000,113.98452,3,15
2022-07-20T09:55:29.00Z,56.1832064,9.0416387,33.860,-0.49,0.09,0.16,5.916,8.719,1.22,0.00000,113.98550,3,16
2022-07-20T09:55:29.20Z,56.1832062,9.0416392,34.191,-0.20,-0.09,0.10,5.838,8.606,1.11,0.00000,113.98638,3,16
2022-07-20T09:55:29.40Z,56.1832059,9.0416389,34.495,-0.20,-0.20,0.17,5.764,8.497,0.98,0.00000,113.98714,3,16
2022-07-20T09:55:29.60Z,56.1832051,9.0416384,34.812,-0.46,-0.32,0.15,5.691,8.387,1.02,0.00000,113.98796,3,16
2022-07-20T09:55:29.80Z,56.1832044,9.0416382,35.066,-0.14,0.04,0.11,5.624,8.286,1.08,0.00000,113.98880,3,16
2022-07-20T09:55:30.00Z,56.1832035,9.0416385,35.268,-0.36,0.03,0.19,5.559,8.187,1.13,0.00000,113.98970,3,16
2022-07-20T09:55:30.20Z,56.1832034,9.0416388,35.445,0.09,0.01,0.27,5.493,8.088,0.86,0.00000,113.99038,3,16
2022-07-20T09:55:30.40Z,56.1832029,9.0416386,35.726,-0.33,-0.19,0.19,5.429,7.989,1.03,0.00000,113.99120,3,16
2022-07-20T09:55:30.60Z,56.1832026,9.0416388,36.046,-0.12,0.08,0.22,5.366,7.888,0.91,0.00000,113.99192,3,16
2022-07-20T09:55:30.80Z,56.1832021,9.0416394,36.385,-0.20,0.06,0.08,5.300,7.791,0.97,0.00000,113.99268,3,16
2022-07-20T09:55:31.00Z,56.1832017,9.0416401,36.528,-0.13,0.17,0.20,5.237,7.693,0.85,0.00000,113.99334,3,16
2022-07-20T09:55:31.20Z,56.1832014,9.0416408,36.635,-0.07,0.14,0.14,5.175,7.598,0.80,0.00000,113.99398,3,16
2022-07-20T09:55:31.40Z,56.1832016,9.0416413,36.859,0.17,0.14,0.07,5.113,7.514,0.80,0.00000,113.99462,3,16
2022-07-20T09:55:31.60Z,56.1832014,9.0416415,36.952,-0.05,-0.05,0.20,5.050,7.431,0.84,0.00000,113.99528,3,16
2022-07-20T09:55:31.80Z,56.1832015,9.0416416,36.981,0.31,-0.06,0.18,4.990,7.353,0.90,0.00000,113.99598,3,16
2022-07-20T09:55:32.00Z,56.1832020,9.0416420,37.154,0.29,0.07,0.17,4.931,7.276,0.83,0.00000,113.99664,3,16
2022-07-20T09:55:32.20Z,56.1832020,9.0416424,37.183,0.05,0.11,0.30,4.865,7.196,0.70,0.00000,113.99718,3,16
2022-07-20T09:55:32.40Z,56.1832021,9.0416429,37.309,0.22,0.13,0.16,4.802,7.110,0.75,0.00000,113.99778,3,16
2022-07-20T09:55:32.60Z,56.1832022,9.0416440,37.542,0.18,0.30,-0.05,4.748,7.029,0.73,0.00000,113.99836,3,16
2022-07-20T09:55:32.80Z,56.1832022,9.0416450,37.670,0.15,0.17,-0.11,4.697,6.954,0.81,0.00000,113.99900,3,16
2022-07-20T09:55:33.00Z,56.1832023,9.0416459,37.798,0.30,0.19,-0.14,4.653,6.894,0.88,0.00000,113.99970,3,16
2022-07-20T09:55:33.20Z,56.1832023,9.0416469,37.834,0.22,0.23,0.04,4.613,6.835,0.78,0.00000,114.00032,3,16
2022-07-20T09:55:33.40Z,56.1832022,9.0416478,37.949,0.01,0.17,0.00,4.573,6.779,0.71,0.00000,114.00088,3,16
2022-07-20T09:55:33.60Z,56.1832023,9.0416487,38.088,0.15,0.22,0.05,4.534,6.725,0.73,0.00000,114.00146,3,16
2022-07-20T09:55:33.80Z,56.1832024,9.0416497,38.231,0.02,0.19,-0.04,4.499,6.672,0.76,0.00000,114.00206,3,16
2022-07-20T09:55:34.00Z,56.1832021,9.0416500,38.433,-0.07,-0.06,0.08,4.467,6.622,0.92,0.00000,114.00278,3,16
2022-07-20T09:55:34.20Z,56.1832019,9.0416503,38.583,-0.03,0.06,0.02,4.436,6.574,0.73,0.00000,114.00336,3,16
2022-07-20T09:55:34.40Z,56.1832014,9.0416506,38.709,-0.06,-0.13,0.06,4.408,6.529,0.89,0.00000,114.00406,3,15
2022-07-20T09:55:34.60Z,56.1832007,9.0416500,38.893,-0.18,-0.34,0.09,4.382,6.486,0.87,0.00000,114.00474,3,15
2022-07-20T09:55:34.80Z,56.1832006,9.0416499,38.975,0.19,-0.16,0.02,4.360,6.449,1.05,0.00000,114.00556,3,15
2022-07-20T09:55:35.00Z,56.1832009,9.0416493,39.109,0.23,-0.14,0.05,4.328,6.402,1.10,0.00000,114.00644,3,16
2022-07-20T09:55:35.20Z,56.1832019,9.0416493,39.230,0.79,-0.07,0.03,4.298,6.354,1.13,0.00000,114.00732,3,16
2022-07-20T09:55:35.40Z,56.1832030,9.0416486,39.190,0.73,-0.34,0.20,4.266,6.307,1.12,338.15988,44.41925,3,16
2022-07-20T09:55:35.60Z,56.1832038,9.0416483,39.226,0.29,-0.21,0.23,4.238,6.262,1.13,338.15988,44.42155,3,15
2022-07-20T09:55:35.80Z,56.1832045,9.0416478,39.319,0.21,-0.27,0.19,4.212,6.221,1.06,338.15988,44.42370,3,15
2022-07-20T09:55:36.00Z,56.1832048,9.0416475,39.483,-0.02,-0.08,0.03,4.185,6.180,0.71,338.15988,44.42513,3,16
