time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2022-06-22T11:45:46.80Z,56.1832169,9.0402726,-22.772,2.44,-0.89,-4.79,174.336,295.980,7.29,340.00856,35.79024,3,6
2022-06-22T11:45:47.00Z,56.1832303,9.0402978,-22.027,1.85,-0.27,-1.84,103.671,152.919,3.80,344.61396,44.06033,3,5
2022-06-22T11:45:47.20Z,56.1832359,9.0402970,-24.504,1.73,-0.93,-1.26,107.556,163.691,3.75,335.28268,27.61818,3,4
2022-06-22T11:45:47.40Z,56.1832984,9.0402401,-18.407,0.90,-0.70,-1.05,90.334,140.775,3.19,335.28268,27.62859,3,6
2022-06-22T11:45:47.60Z,56.1833495,9.0402093,-10.147,0.21,-0.13,-0.86,74.252,119.369,2.77,335.28268,27.63762,3,5
2022-06-22T11:45:47.80Z,56.1834226,9.0401606,0.701,0.16,-0.04,-1.09,55.405,93.186,2.43,335.28268,27.64553,3,7
2022-06-22T11:45:48.00Z,56.1834527,9.0401289,3.640,0.14,-0.08,-1.19,44.179,76.663,2.34,335.28268,27.65315,3,9
2022-06-22T11:45:48.20Z,56.1834768,9.0401074,6.836,-0.11,-0.12,-1.21,36.357,65.542,2.20,335.28268,27.66031,3,9
2022-06-22T11:45:48.40Z,56.1834905,9.0400957,9.201,-0.40,-0.51,-0.95,30.731,57.237,1.77,335.28268,27.66609,3,9
2022-06-22T11:45:48.60Z,56.1834848,9.0400885,7.859,-0.53,-0.09,-0.88,26.479,50.751,1.67,335.28268,27.67153,3,9
2022-06-22T11:45:48.80Z,56.1834749,9.0400713,3.395,0.04,-0.18,-0.79,22.913,43.962,1.84,335.28268,27.67751,3,11
2022-06-22T11:45:49.00Z,56.1834745,9.0400589,1.590,0.07,-0.10,-0.45,20.921,40.548,1.68,335.28268,27.68298,3,10
2022-06-22T11:45:49.20Z,56.1834746,9.0400514,0.131,0.27,-0.08,-0.40,18.838,36.194,1.51,335.28268,27.68788,3,11
2022-06-22T11:45:49.40Z,56.1834867,9.0400438,1.773,0.19,0.03,-0.47,16.200,30.603,1.40,335.28268,27.69242,3,14
2022-06-22T11:45:49.60Z,56.1835008,9.0400424,4.061,0.10,-0.04,-0.39,14.037,26.298,1.18,335.28268,27.69626,3,15
2022-06-22T11:45:49.80Z,56.1835101,9.0400413,5.802,-0.08,-0.12,-0.25,12.664,23.540,0.96,335.28268,27.69938,3,15
2022-06-22T11:45:50.00Z,56.1835244,9.0400358,8.188,0.17,0.03,-0.38,11.524,21.484,1.06,335.28268,27.70282,3,16
2022-06-22T11:45:50.20Z,56.1835402,9.0400330,10.393,0.28,0.01,-0.36,10.519,19.780,0.95,335.28268,27.70590,3,17
2022-06-22T11:45:50.40Z,56.1835523,9.0400293,12.075,0.15,0.01,-0.31,9.701,18.352,0.89,335.28268,27.70879,3,17
