time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2022-06-22T17:17:42.00Z,56.1831282,9.0420035,-1.500,0.21,-0.63,0.27,135.044,237.804,4.50,0.00000,180.00000,3,5
2022-06-22T17:17:42.20Z,56.1831400,9.0420367,-0.849,0.22,-0.66,0.26,91.309,114.913,4.31,0.00000,180.00000,3,7
2022-06-22T17:17:42.40Z,56.1831751,9.0419605,9.281,0.09,-0.73,0.29,78.236,110.884,4.53,0.00000,180.00000,3,9
2022-06-22T17:17:42.60Z,56.1831983,9.0419655,11.594,0.12,-0.84,0.37,55.382,84.568,3.48,0.00000,180.00000,3,9
2022-06-22T17:17:42.80Z,56.1832079,9.0419770,13.536,0.14,-0.91,0.40,43.364,68.466,3.10,0.00000,142.73136,3,9
2022-06-22T17:17:43.00Z,56.1832070,9.0419907,14.860,0.44,-0.94,0.15,34.105,54.624,1.93,0.00000,142.73258,3,9
2022-06-22T17:17:43.20Z,56.1832064,9.0420028,16.332,0.27,-0.93,0.30,27.189,43.575,1.35,0.00000,142.73342,3,9
2022-06-22T17:17:43.40Z,56.1832095,9.0420161,18.215,0.24,-1.09,0.01,21.691,33.999,0.79,288.37304,41.67346,3,12
2022-06-22T17:17:43.60Z,56.1831984,9.0420494,23.439,0.11,-0.83,-0.04,17.580,26.787,0.54,288.37304,41.67527,3,15
2022-06-22T17:17:43.80Z,56.1831874,9.0420716,27.466,-0.12,-0.86,0.00,14.271,21.138,0.36,274.81058,40.04568,3,17
2022-06-22T17:17:44.00Z,56.1831805,9.0420864,30.334,-0.16,-0.95,-0.09,11.982,17.336,0.31,265.71666,30.39830,3,17
2022-06-22T17:17:44.20Z,56.1831716,9.0420978,32.381,-0.02,-0.77,0.10,10.094,14.283,0.27,267.24068,29.17386,3,19
2022-06-22T17:17:44.40Z,56.1831653,9.0421091,34.529,0.19,-0.88,0.32,8.856,12.209,0.29,276.82208,22.18964,3,18
2022-06-22T17:17:44.60Z,56.1831589,9.0421215,36.810,0.33,-0.71,-0.32,7.766,10.507,0.31,286.77298,20.14191,3,20
2022-06-22T17:17:44.80Z,56.1831499,9.0421331,38.390,0.36,-0.59,0.03,6.858,9.143,0.24,294.41798,19.37931,3,21
2022-06-22T17:17:45.00Z,56.1831418,9.0421428,39.251,0.29,-0.62,0.38,6.040,8.007,0.23,294.75158,19.30955,3,21
2022-06-22T17:17:45.20Z,56.1831353,9.0421507,39.916,0.14,-0.46,0.13,5.336,7.130,0.18,292.14924,27.36310,3,21
2022-06-22T17:17:45.40Z,56.1831304,9.0421549,40.069,-0.01,0.08,-0.22,4.776,6.422,0.26,292.14924,27.36395,3,22
2022-06-22T17:17:45.60Z,56.1831271,9.0421582,40.221,0.25,-0.08,0.35,4.335,5.910,0.21,317.70652,27.34610,3,22
2022-06-22T17:17:45.80Z,56.1831223,9.0421625,40.604,0.07,0.23,0.04,4.015,5.495,0.11,317.70652,27.34690,3,22
2022-06-22T17:17:46.00Z,56.1831193,9.0421636,40.672,-0.21,0.08,0.00,3.760,5.147,0.19,245.95640,30.32281,3,22
2022-06-22T17:17:46.20Z,56.1831181,9.0421632,40.591,-0.36,-0.28,0.21,3.540,4.876,0.20,229.33884,24.95473,3,22
2022-06-22T17:17:46.40Z,56.1831178,9.0421619,40.499,-0.06,-0.48,0.27,3.362,4.646,0.17,250.74222,19.22318,3,22
2022-06-22T17:17:46.60Z,56.1831175,9.0421615,40.619,-0.08,-0.39,0.01,3.213,4.474,0.11,253.13018,29.43911,3,22
2022-06-22T17:17:46.80Z,56.1831169,9.0421629,40.854,0.14,-0.46,0.06,3.077,4.292,0.17,277.16892,19.14824,3,22
2022-06-22T17:17:47.00Z,56.1831167,9.0421638,40.981,-0.16,-0.24,-0.13,2.963,4.127,0.09,267.64570,34.78537,3,22
2022-06-22T17:17:47.20Z,56.1831162,9.0421646,40.990,-0.04,-0.11,0.12,2.855,3.971,0.19,267.64570,34.78587,3,22
2022-06-22T17:17:47.40Z,56.1831155,9.0421652,41.036,0.01,-0.07,-0.14,2.757,3.843,0.21,267.64570,34.78640,3,22
2022-06-22T17:17:47.60Z,56.1831151,9.0421654,41.167,0.26,-0.27,-0.14,2.654,3.714,0.17,304.27606,17.88697,3,22
2022-06-22T17:17:47.80Z,56.1831147,9.0421661,41.209,0.45,-0.18,0.04,2.563,3.583,0.20,331.05966,9.09487,3,22
2022-06-22T17:17:48.00Z,56.1831152,9.0421670,41.214,0.45,0.07,-0.07,2.496,3.479,0.20,339.39216,17.20806,3,22
2022-06-22T17:17:48.20Z,56.1831155,9.0421684,41.211,0.18,0.01,0.05,2.430,3.372,0.16,344.62024,32.51953,3,22
2022-06-22T17:17:48.40Z,56.1831151,9.0421690,41.196,-0.06,-0.17,0.14,2.364,3.270,0.16,344.62024,32.52016,3,22
2022-06-22T17:17:48.60Z,56.1831147,9.0421692,41.193,0.03,-0.12,0.09,2.313,3.202,0.23,344.62024,32.52080,3,22
2022-06-22T17:17:48.80Z,56.1831143,9.0421697,41.207,0.14,-0.09,0.02,2.258,3.118,0.18,333.71428,25.95842,3,22
2022-06-22T17:17:49.00Z,56.1831140,9.0421698,41.174,0.02,0.01,0.05,2.211,3.048,0.19,333.71428,25.95909,3,22
2022-06-22T17:17:49.20Z,56.1831140,9.0421698,41.167,0.00,-0.02,-0.02,2.176,3.003,0.21,333.71428,25.95983,3,22
2022-06-22T17:17:49.40Z,56.1831137,9.0421697,41.090,-0.06,-0.03,0.02,2.138,2.946,0.17,333.71428,25.96042,3,22
2022-06-22T17:17:49.60Z,56.1831135,9.0421696,41.062,-0.09,-0.04,0.02,2.097,2.883,0.17,333.71428,25.96103,3,22
2022-06-22T17:17:49.80Z,56.1831132,9.0421698,41.073,-0.04,0.02,-0.04,2.062,2.828,0.25,333.71428,25.96191,3,22
2022-06-22T17:17:50.00Z,56.1831129,9.0421701,41.082,0.01,0.00,0.03,2.023,2.766,0.21,333.71428,25.96263,3,22
2022-06-22T17:17:50.20Z,56.1831123,9.0421705,41.065,-0.07,0.04,0.01,1.986,2.709,0.18,333.71428,25.96325,3,22
2022-06-22T17:17:50.40Z,56.1831119,9.0421710,41.058,-0.03,0.02,0.02,1.950,2.658,0.19,333.71428,25.96391,3,22
2022-06-22T17:17:50.60Z,56.1831114,9.0421716,41.033,0.02,0.05,0.02,1.917,2.608,0.07,333.71428,25.96416,3,22
2022-06-22T17:17:50.80Z,56.1831110,9.0421722,40.999,0.03,0.04,0.06,1.888,2.566,0.15,333.71428,25.96468,3,22
2022-06-22T17:17:51.00Z,56.1831106,9.0421726,40.985,0.07,0.07,0.03,1.860,2.535,0.11,333.71428,25.96506,3,22
2022-06-22T17:17:51.20Z,56.1831103,9.0421729,40.994,0.06,-0.04,0.01,1.831,2.493,0.17,333.71428,25.96566,3,22
2022-06-22T17:17:51.40Z,56.1831099,9.0421730,40.964,0.04,-0.05,0.00,1.803,2.455,0.16,333.71428,25.96620,3,22
2022-06-22T17:17:51.60Z,56.1831091,9.0421736,40.983,-0.11,0.09,0.04,1.771,2.416,0.17,31.22581,35.56895,3,22
2022-06-22T17:17:51.80Z,56.1831086,9.0421742,40.995,0.00,0.05,0.04,1.745,2.378,0.12,31.22581,35.56927,3,22
2022-06-22T17:17:52.00Z,56.1831079,9.0421751,40.981,-0.05,0.07,0.04,1.715,2.341,0.15,31.22581,35.56965,3,22
2022-06-22T17:17:52.20Z,56.1831077,9.0421756,40.990,-0.02,0.00,0.06,1.694,2.319,0.24,31.22581,35.57024,3,22
2022-06-22T17:17:52.40Z,56.1831072,9.0421762,40.986,-0.05,0.02,0.04,1.672,2.289,0.19,31.22581,35.57071,3,22
2022-06-22T17:17:52.60Z,56.1831069,9.0421767,40.970,-0.03,0.04,0.04,1.652,2.261,0.18,31.22581,35.57116,3,22
2022-06-22T17:17:52.80Z,56.1831067,9.0421771,40.942,-0.01,0.03,-0.03,1.634,2.235,0.20,31.22581,35.57167,3,22
2022-06-22T17:17:53.00Z,56.1831064,9.0421775,40.937,-0.02,0.03,-0.07,1.615,2.206,0.21,31.22581,35.57221,3,22
2022-06-22T17:17:53.20Z,56.1831062,9.0421778,40.917,-0.02,0.00,0.01,1.598,2.180,0.17,31.22581,35.57265,3,22
2022-06-22T17:17:53.40Z,56.1831060,9.0421779,40.885,-0.07,-0.04,-0.02,1.582,2.157,0.14,31.22581,35.57300,3,22
2022-06-22T17:17:53.60Z,56.1831057,9.0421781,40.866,-0.14,-0.08,-0.03,1.566,2.132,0.11,31.22581,35.57342,3,22
2022-06-22T17:17:53.80Z,56.1831051,9.0421779,40.823,-0.48,-0.32,0.15,1.548,2.107,0.13,240.38594,15.05798,3,22
2022-06-22T17:17:54.00Z,56.1831044,9.0421769,40.780,-0.26,-0.34,0.09,1.535,2.092,0.14,238.87596,30.39966,3,22
